cwe_link,cwe_name,cwe_number,,
https://cwe.mitre.org/data/definitions/260.html,Password in Configuration File,260,,
https://cwe.mitre.org/data/definitions/13.html,ASP.NET Misconfiguration: Password in Configuration File,13,,
https://cwe.mitre.org/data/definitions/258.html,Empty Password in Configuration File,258,,
https://cwe.mitre.org/data/definitions/523.html,Unprotected Transport of Credentials,523,,
https://cwe.mitre.org/data/definitions/549.html,Missing Password Field Masking,549,,
https://cwe.mitre.org/data/definitions/555.html,J2EE Misconfiguration: Plaintext Password in Configuration File,555,,
https://cwe.mitre.org/data/definitions/620.html,Unverified Password Change,620,,
https://cwe.mitre.org/data/definitions/640.html,Weak Password Recovery Mechanism for Forgotten Password,640,,
https://cwe.mitre.org/data/definitions/645.html,Overly Restrictive Account Lockout Mechanism,645,,
https://cwe.mitre.org/data/definitions/798.html,Use of Hard-coded Credentials,798,,
https://cwe.mitre.org/data/definitions/259.html,Use of Hard-coded Password,259,,
https://cwe.mitre.org/data/definitions/321.html,Use of Hard-coded Cryptographic Key,321,,
https://cwe.mitre.org/data/definitions/836.html,Use of Password Hash Instead of Password for Authentication,836,,
https://cwe.mitre.org/data/definitions/923.html,Improper Restriction of Communication Channel to Intended Endpoints,923,,
https://cwe.mitre.org/data/definitions/297.html,Improper Validation of Certificate with Host Mismatch,297,,
https://cwe.mitre.org/data/definitions/300.html,Channel Accessible by Non-Endpoint ('Man-in-the-Middle'),300,,
https://cwe.mitre.org/data/definitions/322.html,Key Exchange without Entity Authentication,322,,
https://cwe.mitre.org/data/definitions/419.html,Unprotected Primary Channel,419,,
https://cwe.mitre.org/data/definitions/420.html,Unprotected Alternate Channel,420,,
https://cwe.mitre.org/data/definitions/421.html,Race Condition During Access to Alternate Channel,421,,
https://cwe.mitre.org/data/definitions/422.html,Unprotected Windows Messaging Channel ('Shatter'),422,,
https://cwe.mitre.org/data/definitions/925.html,Improper Verification of Intent by Broadcast Receiver,925,,
https://cwe.mitre.org/data/definitions/940.html,Improper Verification of Source of a Communication Channel,940,,
https://cwe.mitre.org/data/definitions/941.html,Incorrectly Specified Destination in a Communication Channel,941,,
https://cwe.mitre.org/data/definitions/942.html,Overly Permissive Cross-domain Whitelist,942,,
https://cwe.mitre.org/data/definitions/311.html,Missing Encryption of Sensitive Data,311,,
https://cwe.mitre.org/data/definitions/312.html,Cleartext Storage of Sensitive Information,312,,
https://cwe.mitre.org/data/definitions/313.html,Cleartext Storage in a File or on Disk,313,,
https://cwe.mitre.org/data/definitions/314.html,Cleartext Storage in the Registry,314,,
https://cwe.mitre.org/data/definitions/315.html,Cleartext Storage of Sensitive Information in a Cookie,315,,
https://cwe.mitre.org/data/definitions/316.html,Cleartext Storage of Sensitive Information in Memory,316,,
https://cwe.mitre.org/data/definitions/317.html,Cleartext Storage of Sensitive Information in GUI,317,,
https://cwe.mitre.org/data/definitions/318.html,Cleartext Storage of Sensitive Information in Executable,318,,
https://cwe.mitre.org/data/definitions/319.html,Cleartext Transmission of Sensitive Information,319,,
https://cwe.mitre.org/data/definitions/5.html,J2EE Misconfiguration: Data Transmission Without Encryption,5,,
https://cwe.mitre.org/data/definitions/614.html,Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,614,,
https://cwe.mitre.org/data/definitions/326.html,Inadequate Encryption Strength,326,,
https://cwe.mitre.org/data/definitions/327.html,Use of a Broken or Risky Cryptographic Algorithm,327,,
https://cwe.mitre.org/data/definitions/328.html,Reversible One-Way Hash,328,,
https://cwe.mitre.org/data/definitions/780.html,Use of RSA Algorithm without OAEP,780,,
https://cwe.mitre.org/data/definitions/916.html,Use of Password Hash With Insufficient Computational Effort,916,,
https://cwe.mitre.org/data/definitions/759.html,Use of a One-Way Hash without a Salt,759,,
https://cwe.mitre.org/data/definitions/760.html,Use of a One-Way Hash with a Predictable Salt,760,,
https://cwe.mitre.org/data/definitions/345.html,Insufficient Verification of Data Authenticity,345,,
https://cwe.mitre.org/data/definitions/346.html,Origin Validation Error,346,,
https://cwe.mitre.org/data/definitions/347.html,Improper Verification of Cryptographic Signature,347,,
https://cwe.mitre.org/data/definitions/348.html,Use of Less Trusted Source,348,,
https://cwe.mitre.org/data/definitions/349.html,Acceptance of Extraneous Untrusted Data With Trusted Data,349,,
https://cwe.mitre.org/data/definitions/351.html,Insufficient Type Distinction,351,,
https://cwe.mitre.org/data/definitions/352.html,Cross-Site Request Forgery (CSRF),352,,
https://cwe.mitre.org/data/definitions/353.html,Missing Support for Integrity Check,353,,
https://cwe.mitre.org/data/definitions/354.html,Improper Validation of Integrity Check Value,354,,
https://cwe.mitre.org/data/definitions/360.html,Trust of System Event Data,360,,
https://cwe.mitre.org/data/definitions/616.html,Incomplete Identification of Uploaded File Variables (PHP),616,,
https://cwe.mitre.org/data/definitions/646.html,Reliance on File Name or Extension of Externally-Supplied File,646,,
https://cwe.mitre.org/data/definitions/649.html,Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking,649,,
https://cwe.mitre.org/data/definitions/924.html,Improper Enforcement of Message Integrity During Transmission in a Communication Channel,924,,
https://cwe.mitre.org/data/definitions/357.html,Insufficient UI Warning of Dangerous Operations,357,,
https://cwe.mitre.org/data/definitions/450.html,Multiple Interpretations of UI Input,450,,
https://cwe.mitre.org/data/definitions/784.html,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,784,,
https://cwe.mitre.org/data/definitions/603.html,Use of Client-Side Authentication,603,,
https://cwe.mitre.org/data/definitions/757.html,Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade'),757,,
https://cwe.mitre.org/data/definitions/807.html,Reliance on Untrusted Inputs in a Security Decision,807,,
https://cwe.mitre.org/data/definitions/697.html,Incorrect Comparison,697,,
https://cwe.mitre.org/data/definitions/1023.html,Incomplete Comparison with Missing Factors,1023,,
https://cwe.mitre.org/data/definitions/187.html,Partial String Comparison,187,,
https://cwe.mitre.org/data/definitions/478.html,Missing Default Case in Switch Statement,478,,
https://cwe.mitre.org/data/definitions/839.html,Numeric Range Comparison Without Minimum Check,839,,
https://cwe.mitre.org/data/definitions/1024.html,Comparison of Incompatible Types,1024,,
https://cwe.mitre.org/data/definitions/1025.html,Comparison Using Wrong Factors,1025,,
https://cwe.mitre.org/data/definitions/486.html,Comparison of Classes by Name,486,,
https://cwe.mitre.org/data/definitions/595.html,Comparison of Object References Instead of Object Contents,595,,
https://cwe.mitre.org/data/definitions/597.html,Use of Wrong Operator in String Comparison,597,,
https://cwe.mitre.org/data/definitions/1077.html,Floating Point Comparison with Incorrect Operator,1077,,
https://cwe.mitre.org/data/definitions/183.html,Permissive Whitelist,183,,
https://cwe.mitre.org/data/definitions/185.html,Incorrect Regular Expression,185,,
https://cwe.mitre.org/data/definitions/186.html,Overly Restrictive Regular Expression,186,,
https://cwe.mitre.org/data/definitions/625.html,Permissive Regular Expression,625,,
https://cwe.mitre.org/data/definitions/777.html,Regular Expression without Anchors,777,,
https://cwe.mitre.org/data/definitions/703.html,Improper Check or Handling of Exceptional Conditions,703,,
https://cwe.mitre.org/data/definitions/229.html,Improper Handling of Values,229,,
https://cwe.mitre.org/data/definitions/230.html,Improper Handling of Missing Values,230,,
https://cwe.mitre.org/data/definitions/231.html,Improper Handling of Extra Values,231,,
https://cwe.mitre.org/data/definitions/232.html,Improper Handling of Undefined Values,232,,
https://cwe.mitre.org/data/definitions/233.html,Improper Handling of Parameters,233,,
https://cwe.mitre.org/data/definitions/234.html,Failure to Handle Missing Parameter,234,,
https://cwe.mitre.org/data/definitions/235.html,Improper Handling of Extra Parameters,235,,
https://cwe.mitre.org/data/definitions/236.html,Improper Handling of Undefined Parameters,236,,
https://cwe.mitre.org/data/definitions/237.html,Improper Handling of Structural Elements,237,,
https://cwe.mitre.org/data/definitions/238.html,Improper Handling of Incomplete Structural Elements,238,,
https://cwe.mitre.org/data/definitions/239.html,Failure to Handle Incomplete Element,239,,
https://cwe.mitre.org/data/definitions/240.html,Improper Handling of Inconsistent Structural Elements,240,,
https://cwe.mitre.org/data/definitions/130.html,Improper Handling of Length Parameter Inconsistency,130,,
https://cwe.mitre.org/data/definitions/241.html,Improper Handling of Unexpected Data Type,241,,
https://cwe.mitre.org/data/definitions/600.html,Uncaught Exception in Servlet,600,,
https://cwe.mitre.org/data/definitions/274.html,Improper Handling of Insufficient Privileges,274,,
https://cwe.mitre.org/data/definitions/391.html,Unchecked Error Condition,391,,
https://cwe.mitre.org/data/definitions/754.html,Improper Check for Unusual or Exceptional Conditions,754,,
https://cwe.mitre.org/data/definitions/252.html,Unchecked Return Value,252,,
https://cwe.mitre.org/data/definitions/273.html,Improper Check for Dropped Privileges,273,,
https://cwe.mitre.org/data/definitions/394.html,Unexpected Status Code or Return Value,394,,
https://cwe.mitre.org/data/definitions/690.html,Unchecked Return Value to NULL Pointer Dereference,690,,
https://cwe.mitre.org/data/definitions/755.html,Improper Handling of Exceptional Conditions,755,,
https://cwe.mitre.org/data/definitions/210.html,Information Exposure Through Self-generated Error Message,210,,
https://cwe.mitre.org/data/definitions/535.html,Information Exposure Through Shell Error Message,535,,
https://cwe.mitre.org/data/definitions/536.html,Information Exposure Through Servlet Runtime Error Message,536,,
https://cwe.mitre.org/data/definitions/537.html,Information Exposure Through Java Runtime Error Message,537,,
https://cwe.mitre.org/data/definitions/211.html,Information Exposure Through Externally-Generated Error Message,211,,
https://cwe.mitre.org/data/definitions/550.html,Information Exposure Through Server Error Message,550,,
https://cwe.mitre.org/data/definitions/280.html,Improper Handling of Insufficient Permissions or Privileges,280,,
https://cwe.mitre.org/data/definitions/390.html,Detection of Error Condition Without Action,390,,
https://cwe.mitre.org/data/definitions/544.html,Missing Standardized Error Handling Mechanism,544,,
https://cwe.mitre.org/data/definitions/756.html,Missing Custom Error Page,756,,
https://cwe.mitre.org/data/definitions/12.html,ASP.NET Misconfiguration: Missing Custom Error Page,12,,
https://cwe.mitre.org/data/definitions/7.html,J2EE Misconfiguration: Missing Custom Error Page,7,,
https://cwe.mitre.org/data/definitions/707.html,Improper Enforcement of Message or Data Structure,707,,
https://cwe.mitre.org/data/definitions/116.html,Improper Encoding or Escaping of Output,116,,
https://cwe.mitre.org/data/definitions/117.html,Improper Output Neutralization for Logs,117,,
https://cwe.mitre.org/data/definitions/644.html,Improper Neutralization of HTTP Headers for Scripting Syntax,644,,
https://cwe.mitre.org/data/definitions/838.html,Inappropriate Encoding for Output Context,838,,
https://cwe.mitre.org/data/definitions/138.html,Improper Neutralization of Special Elements,138,,
https://cwe.mitre.org/data/definitions/140.html,Improper Neutralization of Delimiters,140,,
https://cwe.mitre.org/data/definitions/141.html,Improper Neutralization of Parameter/Argument Delimiters,141,,
https://cwe.mitre.org/data/definitions/142.html,Improper Neutralization of Value Delimiters,142,,
https://cwe.mitre.org/data/definitions/143.html,Improper Neutralization of Record Delimiters,143,,
https://cwe.mitre.org/data/definitions/144.html,Improper Neutralization of Line Delimiters,144,,
https://cwe.mitre.org/data/definitions/145.html,Improper Neutralization of Section Delimiters,145,,
https://cwe.mitre.org/data/definitions/146.html,Improper Neutralization of Expression/Command Delimiters,146,,
https://cwe.mitre.org/data/definitions/147.html,Improper Neutralization of Input Terminators,147,,
https://cwe.mitre.org/data/definitions/148.html,Improper Neutralization of Input Leaders,148,,
https://cwe.mitre.org/data/definitions/149.html,Improper Neutralization of Quoting Syntax,149,,
https://cwe.mitre.org/data/definitions/150.html,"Improper Neutralization of Escape, Meta, or Control Sequences",150,,
https://cwe.mitre.org/data/definitions/151.html,Improper Neutralization of Comment Delimiters,151,,
https://cwe.mitre.org/data/definitions/152.html,Improper Neutralization of Macro Symbols,152,,
https://cwe.mitre.org/data/definitions/153.html,Improper Neutralization of Substitution Characters,153,,
https://cwe.mitre.org/data/definitions/154.html,Improper Neutralization of Variable Name Delimiters,154,,
https://cwe.mitre.org/data/definitions/155.html,Improper Neutralization of Wildcards or Matching Symbols,155,,
https://cwe.mitre.org/data/definitions/156.html,Improper Neutralization of Whitespace,156,,
https://cwe.mitre.org/data/definitions/157.html,Failure to Sanitize Paired Delimiters,157,,
https://cwe.mitre.org/data/definitions/158.html,Improper Neutralization of Null Byte or NUL Character,158,,
https://cwe.mitre.org/data/definitions/159.html,Failure to Sanitize Special Element,159,,
https://cwe.mitre.org/data/definitions/166.html,Improper Handling of Missing Special Element,166,,
https://cwe.mitre.org/data/definitions/167.html,Improper Handling of Additional Special Element,167,,
https://cwe.mitre.org/data/definitions/168.html,Improper Handling of Inconsistent Special Elements,168,,
https://cwe.mitre.org/data/definitions/160.html,Improper Neutralization of Leading Special Elements,160,,
https://cwe.mitre.org/data/definitions/161.html,Improper Neutralization of Multiple Leading Special Elements,161,,
https://cwe.mitre.org/data/definitions/162.html,Improper Neutralization of Trailing Special Elements,162,,
https://cwe.mitre.org/data/definitions/163.html,Improper Neutralization of Multiple Trailing Special Elements,163,,
https://cwe.mitre.org/data/definitions/43.html,Path Equivalence: 'filename....' (Multiple Trailing Dot),43,,
https://cwe.mitre.org/data/definitions/164.html,Improper Neutralization of Internal Special Elements,164,,
https://cwe.mitre.org/data/definitions/165.html,Improper Neutralization of Multiple Internal Special Elements,165,,
https://cwe.mitre.org/data/definitions/464.html,Addition of Data Structure Sentinel,464,,
https://cwe.mitre.org/data/definitions/790.html,Improper Filtering of Special Elements,790,,
https://cwe.mitre.org/data/definitions/791.html,Incomplete Filtering of Special Elements,791,,
https://cwe.mitre.org/data/definitions/792.html,Incomplete Filtering of One or More Instances of Special Elements,792,,
https://cwe.mitre.org/data/definitions/793.html,Only Filtering One Instance of a Special Element,793,,
https://cwe.mitre.org/data/definitions/794.html,Incomplete Filtering of Multiple Instances of Special Elements,794,,
https://cwe.mitre.org/data/definitions/795.html,Only Filtering Special Elements at a Specified Location,795,,
https://cwe.mitre.org/data/definitions/796.html,Only Filtering Special Elements Relative to a Marker,796,,
https://cwe.mitre.org/data/definitions/797.html,Only Filtering Special Elements at an Absolute Position,797,,
https://cwe.mitre.org/data/definitions/170.html,Improper Null Termination,170,,
https://cwe.mitre.org/data/definitions/172.html,Encoding Error,172,,
https://cwe.mitre.org/data/definitions/173.html,Improper Handling of Alternate Encoding,173,,
https://cwe.mitre.org/data/definitions/175.html,Improper Handling of Mixed Encoding,175,,
https://cwe.mitre.org/data/definitions/176.html,Improper Handling of Unicode Encoding,176,,
https://cwe.mitre.org/data/definitions/177.html,Improper Handling of URL Encoding (Hex Encoding),177,,
https://cwe.mitre.org/data/definitions/228.html,Improper Handling of Syntactically Invalid Structure,228,,
https://cwe.mitre.org/data/definitions/229.html,Improper Handling of Values,229,,
https://cwe.mitre.org/data/definitions/230.html,Improper Handling of Missing Values,230,,
https://cwe.mitre.org/data/definitions/231.html,Improper Handling of Extra Values,231,,
https://cwe.mitre.org/data/definitions/232.html,Improper Handling of Undefined Values,232,,
https://cwe.mitre.org/data/definitions/233.html,Improper Handling of Parameters,233,,
https://cwe.mitre.org/data/definitions/234.html,Failure to Handle Missing Parameter,234,,
https://cwe.mitre.org/data/definitions/235.html,Improper Handling of Extra Parameters,235,,
https://cwe.mitre.org/data/definitions/236.html,Improper Handling of Undefined Parameters,236,,
https://cwe.mitre.org/data/definitions/237.html,Improper Handling of Structural Elements,237,,
https://cwe.mitre.org/data/definitions/238.html,Improper Handling of Incomplete Structural Elements,238,,
https://cwe.mitre.org/data/definitions/239.html,Failure to Handle Incomplete Element,239,,
https://cwe.mitre.org/data/definitions/240.html,Improper Handling of Inconsistent Structural Elements,240,,
https://cwe.mitre.org/data/definitions/130.html,Improper Handling of Length Parameter Inconsistency,130,,
https://cwe.mitre.org/data/definitions/241.html,Improper Handling of Unexpected Data Type,241,,
https://cwe.mitre.org/data/definitions/130.html,Improper Handling of Length Parameter Inconsistency,130,,
https://cwe.mitre.org/data/definitions/463.html,Deletion of Data Structure Sentinel,463,,
https://cwe.mitre.org/data/definitions/74.html,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),74,,
https://cwe.mitre.org/data/definitions/75.html,Failure to Sanitize Special Elements into a Different Plane (Special Element Injection),75,,
https://cwe.mitre.org/data/definitions/76.html,Improper Neutralization of Equivalent Special Elements,76,,
https://cwe.mitre.org/data/definitions/77.html,Improper Neutralization of Special Elements used in a Command ('Command Injection'),77,,
https://cwe.mitre.org/data/definitions/624.html,Executable Regular Expression Error,624,,
https://cwe.mitre.org/data/definitions/78.html,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),78,,
https://cwe.mitre.org/data/definitions/88.html,Argument Injection or Modification,88,,
https://cwe.mitre.org/data/definitions/917.html,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),917,,
https://cwe.mitre.org/data/definitions/79.html,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),79,,
https://cwe.mitre.org/data/definitions/692.html,Incomplete Blacklist to Cross-Site Scripting,692,,
https://cwe.mitre.org/data/definitions/80.html,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),80,,
https://cwe.mitre.org/data/definitions/81.html,Improper Neutralization of Script in an Error Message Web Page,81,,
https://cwe.mitre.org/data/definitions/83.html,Improper Neutralization of Script in Attributes in a Web Page,83,,
https://cwe.mitre.org/data/definitions/82.html,Improper Neutralization of Script in Attributes of IMG Tags in a Web Page,82,,
https://cwe.mitre.org/data/definitions/84.html,Improper Neutralization of Encoded URI Schemes in a Web Page,84,,
https://cwe.mitre.org/data/definitions/85.html,Doubled Character XSS Manipulations,85,,
https://cwe.mitre.org/data/definitions/86.html,Improper Neutralization of Invalid Characters in Identifiers in Web Pages,86,,
https://cwe.mitre.org/data/definitions/87.html,Improper Neutralization of Alternate XSS Syntax,87,,
https://cwe.mitre.org/data/definitions/91.html,XML Injection (aka Blind XPath Injection),91,,
https://cwe.mitre.org/data/definitions/93.html,Improper Neutralization of CRLF Sequences ('CRLF Injection'),93,,
https://cwe.mitre.org/data/definitions/113.html,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Response Splitting'),113,,
https://cwe.mitre.org/data/definitions/94.html,Improper Control of Generation of Code ('Code Injection'),94,,
https://cwe.mitre.org/data/definitions/95.html,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),95,,
https://cwe.mitre.org/data/definitions/96.html,Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),96,,
https://cwe.mitre.org/data/definitions/97.html,Improper Neutralization of Server-Side Includes (SSI) Within a Web Page,97,,
https://cwe.mitre.org/data/definitions/943.html,Improper Neutralization of Special Elements in Data Query Logic,943,,
https://cwe.mitre.org/data/definitions/643.html,Improper Neutralization of Data within XPath Expressions ('XPath Injection'),643,,
https://cwe.mitre.org/data/definitions/652.html,Improper Neutralization of Data within XQuery Expressions ('XQuery Injection'),652,,
https://cwe.mitre.org/data/definitions/89.html,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),89,,
https://cwe.mitre.org/data/definitions/564.html,SQL Injection: Hibernate,564,,
https://cwe.mitre.org/data/definitions/90.html,Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection'),90,,
https://cwe.mitre.org/data/definitions/99.html,Improper Control of Resource Identifiers ('Resource Injection'),99,,
https://cwe.mitre.org/data/definitions/641.html,Improper Restriction of Names for Files and Other Resources,641,,
https://cwe.mitre.org/data/definitions/694.html,Use of Multiple Resources with Duplicate Identifier,694,,
https://cwe.mitre.org/data/definitions/102.html,Struts: Duplicate Validation Forms,102,,
https://cwe.mitre.org/data/definitions/462.html,Duplicate Key in Associative List (Alist),462,,
https://cwe.mitre.org/data/definitions/914.html,Improper Control of Dynamically-Identified Variables,914,,
https://cwe.mitre.org/data/definitions/621.html,Variable Extraction Error,621,,
https://cwe.mitre.org/data/definitions/627.html,Dynamic Variable Evaluation,627,,
https://cwe.mitre.org/data/definitions/710.html,Improper Adherence to Coding Standards,710,,
https://cwe.mitre.org/data/definitions/1041.html,Use of Redundant Code,1041,,
https://cwe.mitre.org/data/definitions/1044.html,Architecture with Number of Horizontal Layers Outside of Expected Range,1044,,
https://cwe.mitre.org/data/definitions/1048.html,Invokable Control Element with Large Number of Outward Calls,1048,,
https://cwe.mitre.org/data/definitions/1059.html,Incomplete Documentation,1059,,
https://cwe.mitre.org/data/definitions/1053.html,Missing Documentation for Design,1053,,
https://cwe.mitre.org/data/definitions/1110.html,Incomplete Design Documentation,1110,,
https://cwe.mitre.org/data/definitions/1111.html,Incomplete I/O Documentation,1111,,
https://cwe.mitre.org/data/definitions/1112.html,Incomplete Documentation of Program Execution,1112,,
https://cwe.mitre.org/data/definitions/1118.html,Insufficient Documentation of Error Handling Techniques,1118,,
https://cwe.mitre.org/data/definitions/1061.html,Insufficient Encapsulation,1061,,
https://cwe.mitre.org/data/definitions/1054.html,Invocation of a Control Element at an Unnecessarily Deep Horizontal Layer,1054,,
https://cwe.mitre.org/data/definitions/1057.html,Data Access Operations Outside of Expected Data Manager Component,1057,,
https://cwe.mitre.org/data/definitions/1062.html,Parent Class with References to Child Class,1062,,
https://cwe.mitre.org/data/definitions/1083.html,Data Access from Outside Expected Data Manager Component,1083,,
https://cwe.mitre.org/data/definitions/1090.html,Method Containing Access of a Member Element from Another Class,1090,,
https://cwe.mitre.org/data/definitions/1100.html,Insufficient Isolation of System-Dependent Functions,1100,,
https://cwe.mitre.org/data/definitions/188.html,Reliance on Data/Memory Layout,188,,
https://cwe.mitre.org/data/definitions/198.html,Use of Incorrect Byte Ordering,198,,
https://cwe.mitre.org/data/definitions/766.html,Critical Data Element Declared Public,766,,
https://cwe.mitre.org/data/definitions/1065.html,Runtime Resource Management Control Element in a Component Built to Run on Application Servers,1065,,
https://cwe.mitre.org/data/definitions/1066.html,Missing Serialization Control Element,1066,,
https://cwe.mitre.org/data/definitions/1068.html,Inconsistency Between Implementation and Documented Design,1068,,
https://cwe.mitre.org/data/definitions/107.html,Struts: Unused Validation Form,107,,
https://cwe.mitre.org/data/definitions/1070.html,Serializable Data Element Containing non-Serializable Item Elements,1070,,
https://cwe.mitre.org/data/definitions/1076.html,Insufficient Adherence to Expected Conventions,1076,,
https://cwe.mitre.org/data/definitions/1045.html,Parent Class with a Virtual Destructor and a Child Class without a Virtual Destructor,1045,,
https://cwe.mitre.org/data/definitions/1078.html,Inappropriate Source Code Style or Formatting,1078,,
https://cwe.mitre.org/data/definitions/1085.html,Invokable Control Element with Excessive Volume of Commented-out Code,1085,,
https://cwe.mitre.org/data/definitions/1099.html,Inconsistent Naming Conventions for Identifiers,1099,,
https://cwe.mitre.org/data/definitions/1106.html,Insufficient Use of Symbolic Constants,1106,,
https://cwe.mitre.org/data/definitions/1107.html,Insufficient Isolation of Symbolic Constant Definitions,1107,,
https://cwe.mitre.org/data/definitions/1109.html,Use of Same Variable for Multiple Purposes,1109,,
https://cwe.mitre.org/data/definitions/1113.html,Inappropriate Comment Style,1113,,
https://cwe.mitre.org/data/definitions/1114.html,Inappropriate Whitespace Style,1114,,
https://cwe.mitre.org/data/definitions/1115.html,Source Code Element without Standard Prologue,1115,,
https://cwe.mitre.org/data/definitions/1116.html,Inaccurate Comments,1116,,
https://cwe.mitre.org/data/definitions/1117.html,Callable with Insufficient Behavioral Summary,1117,,
https://cwe.mitre.org/data/definitions/546.html,Suspicious Comment,546,,
https://cwe.mitre.org/data/definitions/547.html,"Use of Hard-coded, Security-relevant Constants",547,,
https://cwe.mitre.org/data/definitions/1079.html,Parent Class without Virtual Destructor Method,1079,,
https://cwe.mitre.org/data/definitions/1082.html,Class Instance Self Destruction Control Element,1082,,
https://cwe.mitre.org/data/definitions/1087.html,Class with Virtual Method without a Virtual Destructor,1087,,
https://cwe.mitre.org/data/definitions/1097.html,Persistent Storable Data Element without Associated Comparison Control Element,1097,,
https://cwe.mitre.org/data/definitions/1098.html,Data Element containing Pointer Item without Proper Copy Control Element,1098,,
https://cwe.mitre.org/data/definitions/1108.html,Excessive Reliance on Global Variables,1108,,
https://cwe.mitre.org/data/definitions/586.html,Explicit Call to Finalize(),586,,
https://cwe.mitre.org/data/definitions/1092.html,Use of Same Invokable Control Element in Multiple Architectural Layers,1092,,
https://cwe.mitre.org/data/definitions/1093.html,Excessively Complex Data Representation,1093,,
https://cwe.mitre.org/data/definitions/1043.html,Data Element Aggregating an Excessively Large Number of Non-Primitive Elements,1043,,
https://cwe.mitre.org/data/definitions/1055.html,Multiple Inheritance from Concrete Classes,1055,,
https://cwe.mitre.org/data/definitions/1074.html,Class with Excessively Deep Inheritance,1074,,
https://cwe.mitre.org/data/definitions/1086.html,Class with Excessive Number of Child Classes,1086,,
https://cwe.mitre.org/data/definitions/110.html,Struts: Validator Without Form Field,110,,
https://cwe.mitre.org/data/definitions/1101.html,Reliance on Runtime Component in Generated Code,1101,,
https://cwe.mitre.org/data/definitions/1104.html,Use of Unmaintained Third Party Components,1104,,
https://cwe.mitre.org/data/definitions/1120.html,Excessive Code Complexity,1120,,
https://cwe.mitre.org/data/definitions/1047.html,Modules with Circular Dependencies,1047,,
https://cwe.mitre.org/data/definitions/1056.html,Invokable Control Element with Variadic Parameters,1056,,
https://cwe.mitre.org/data/definitions/1060.html,Excessive Number of Inefficient Server-Side Data Accesses,1060,,
https://cwe.mitre.org/data/definitions/1064.html,Invokable Control Element with Signature Containing an Excessive Number of Parameters,1064,,
https://cwe.mitre.org/data/definitions/1075.html,Unconditional Control Flow Transfer outside of Switch Block,1075,,
https://cwe.mitre.org/data/definitions/1080.html,Source Code File with Excessive Number of Lines of Code,1080,,
https://cwe.mitre.org/data/definitions/1095.html,Loop Condition Value Update within the Loop,1095,,
https://cwe.mitre.org/data/definitions/1119.html,Excessive Use of Unconditional Branching,1119,,
https://cwe.mitre.org/data/definitions/1121.html,Excessive McCabe Cyclomatic Complexity,1121,,
https://cwe.mitre.org/data/definitions/1122.html,Excessive Halstead Complexity,1122,,
https://cwe.mitre.org/data/definitions/1123.html,Excessive Use of Self-Modifying Code,1123,,
https://cwe.mitre.org/data/definitions/1124.html,Excessively Deep Nesting,1124,,
https://cwe.mitre.org/data/definitions/1125.html,Excessive Attack Surface,1125,,
https://cwe.mitre.org/data/definitions/1126.html,Declaration of Variable with Unnecessarily Wide Scope,1126,,
https://cwe.mitre.org/data/definitions/1127.html,Compilation with Insufficient Warnings or Errors,1127,,
https://cwe.mitre.org/data/definitions/1164.html,Irrelevant Code,1164,,
https://cwe.mitre.org/data/definitions/1071.html,Empty Code Block,1071,,
https://cwe.mitre.org/data/definitions/1069.html,Empty Exception Block,1069,,
https://cwe.mitre.org/data/definitions/585.html,Empty Synchronized Block,585,,
https://cwe.mitre.org/data/definitions/561.html,Dead Code,561,,
https://cwe.mitre.org/data/definitions/563.html,Assignment to Variable without Use,563,,
https://cwe.mitre.org/data/definitions/1177.html,Use of Prohibited Code,1177,,
https://cwe.mitre.org/data/definitions/242.html,Use of Inherently Dangerous Function,242,,
https://cwe.mitre.org/data/definitions/676.html,Use of Potentially Dangerous Function,676,,
https://cwe.mitre.org/data/definitions/785.html,Use of Path Manipulation Function without Maximum-sized Buffer,785,,
https://cwe.mitre.org/data/definitions/476.html,NULL Pointer Dereference,476,,
https://cwe.mitre.org/data/definitions/690.html,Unchecked Return Value to NULL Pointer Dereference,690,,
https://cwe.mitre.org/data/definitions/477.html,Use of Obsolete Function,477,,
https://cwe.mitre.org/data/definitions/484.html,Omitted Break Statement in Switch,484,,
https://cwe.mitre.org/data/definitions/489.html,Leftover Debug Code,489,,
https://cwe.mitre.org/data/definitions/506.html,Embedded Malicious Code,506,,
https://cwe.mitre.org/data/definitions/507.html,Trojan Horse,507,,
https://cwe.mitre.org/data/definitions/508.html,Non-Replicating Malicious Code,508,,
https://cwe.mitre.org/data/definitions/509.html,Replicating Malicious Code (Virus or Worm),509,,
